CHR,START,STOP,ENTREZ,GENE
6,10393186,10419659,7020,TFAP2A
6,50818723,50847613,7021,TFAP2B
20,56629302,56639283,7022,TFAP2C
16,4257186,4273075,7023,TFAP4
12,51093663,51173134,7024,TFCP2
5,93583337,93594615,7025,NR2F1
15,96325938,96340263,7026,NR2F2
13,113584721,113641470,7027,TFDP1
3,141944428,142149544,7029,TFDP2
21,42362282,42366594,7031,TFF1
21,42346357,42351128,7032,TFF2
21,42311667,42315651,7033,TFF3
2,187464230,187565760,7035,TFPI
7,100620416,100642779,7036,TFR2
3,196027183,196082189,7037,TFRC
8,132866958,133134903,7038,TG
2,70447280,70554193,7039,TGFA
19,41301587,41353911,7040,TGFB1
16,31471585,31477960,7041,TGFB1I1
1,218346235,218444619,7042,TGFB2
14,75958099,75982991,7043,TGFB3
1,225936598,225941489,7044,LEFTY2
5,136028895,136063818,7045,TGFBI
9,99104038,99154192,7046,TGFBR1
3,44874608,44914990,7047,TGM4
3,30606502,30694142,7048,TGFBR2
1,91680343,91906335,7049,TGFBR3
18,3411608,3459978,7050,TGIF1
14,24249114,24264432,7051,TGM1
20,38127387,38166578,7052,TGM2
20,2296001,2341078,7053,TGM3
11,2163929,2171877,7054,TH
20,23045633,23049741,7056,THBD
15,39581079,39599466,7057,THBS1
6,169215780,169254044,7058,THBS2
1,155195588,155209051,7059,THBS3
5,79991311,80083287,7060,THBS4
1,152106317,152115454,7062,TCHH
19,2785460,2815807,7064,THOP1
3,184371935,184378144,7066,THPO
17,40058290,40093867,7067,THRA
3,24117160,24495282,7068,THRB
11,78063861,78068351,7069,THRSP
11,119417378,119424985,7070,THY1
8,102648779,102655902,7071,KLF10
2,70209444,70248660,7072,TIA1
10,119571802,119597029,7073,TIAL1
21,31118416,31559977,7074,TIAM1
1,43300993,43323108,7075,TIE1
17,78852977,78925387,7077,TIMP2
22,32801701,32863043,7078,TIMP3
3,12153051,12159351,7079,TIMP4
14,36516392,36521149,7080,NKX2-1
15,29699367,29968865,7082,TJP1
17,78174075,78187233,7083,TK1
16,66508003,66552544,7084,TK2
3,53224707,53256052,7086,TKT
19,10289981,10296778,7087,ICAM5
9,81583683,81689305,7088,TLE1
19,2997638,3047635,7089,TLE2
15,70047790,70098176,7090,TLE3
9,79571773,79726882,7091,TLE4
4,165873258,166103895,7092,TLL1
10,96364606,96513918,7093,TLL2
9,35696948,35732395,7094,TLN1
3,169966635,169998373,7095,SEC62
4,38790677,38856817,7096,TLR1
4,153701500,153705699,7097,TLR2
4,186069152,186088069,7098,TLR3
9,117704332,117716871,7099,TLR4
1,223109406,223143282,7100,TLR5
6,108166058,108188809,7101,NR2E1
12,71125085,71441898,7103,TSPAN8
3,149473974,149503281,7104,TM4SF4
11,842808,867116,7106,TSPAN4
1,236142505,236221865,7107,GPR137B
11,65111845,65116384,7108,TM7SF2
21,44012319,44106552,7109,TRAPPC10
3,69019827,69052303,7110,TMF1
9,97501180,97601748,7111,TMOD1
12,98515512,98550379,7112,TMPO
21,41464551,41531116,7113,TMPRSS2
22,19523024,19527545,7122,CLDN5
3,45001548,45036071,7123,CLEC3B
6,31575567,31578336,7124,TNF
20,45823214,45833745,7125,TNNC2
17,28335602,28347009,7126,TNFAIP1
14,103123442,103137439,7127,TNFAIP2
6,137867188,137883312,7128,TNFAIP3
2,151357592,151380048,7130,TNFAIP6
12,6328757,6342114,7132,TNFRSF1A
1,12167003,12209228,7133,TNFRSF1B
3,52451102,52454070,7134,TNNC1
1,201403768,201429866,7135,TNNI1
11,1838989,1841680,7136,TNNI2
19,55151767,55157773,7137,TNNI3
19,55132794,55149354,7138,TNNT1
1,201359008,201377762,7139,TNNT2
11,1919562,1938706,7140,TNNT3
2,216859458,216860064,7141,TNP1
16,11267748,11269533,7142,TNP2
1,175315194,175743770,7143,TNR
2,217799789,218002995,7145,TNS1
6,32041154,32115334,7148,TNXB
20,41028818,41124487,7150,TOP1
17,40388516,40417950,7153,TOP2A
3,25597905,25664907,7155,TOP2B
17,18271428,18315007,7156,TOP3A
17,7661779,7687550,7157,TP53
15,43403061,43510728,7158,TP53BP1
1,223779899,223845972,7159,TP53BP2
1,3652520,3736201,7161,TP73
6,82363206,82370828,7162,TPBG
8,80034745,80231232,7163,TPD52
6,125119049,125264407,7164,TPD52L1
20,63865228,63891545,7165,TPD52L2
11,18017564,18042426,7166,TPH1
12,6867119,6870948,7167,TPI1
15,63042632,63071915,7168,TPM1
9,35681992,35691020,7169,TPM2
1,154155304,154194648,7170,TPM3
19,16067021,16103005,7171,TPM4
6,18128311,18155074,7172,TPMT
2,1374223,1543711,7173,TPO
13,102597003,102679958,7174,TPP2
1,186311652,186375693,7175,TPR
16,1240696,1242554,7177,TPSAB1
13,45333471,45341370,7178,TPT1
21,10521553,10606140,7179,TPTE
6,49692358,49713590,7180,CRISP2
12,95020229,95073703,7181,NR2C1
3,14947584,15053600,7182,NR2C2
12,103930107,103953645,7184,HSP90B1
9,120902393,120929173,7185,TRAF1
9,136881912,136926607,7186,TRAF2
14,102777476,102911500,7187,TRAF3
1,211326615,211374946,7188,TRAF5
11,36487027,36510272,7189,TRAF6
3,129974305,129977938,7200,TRH
8,109086621,109119584,7201,TRHR
1,156308968,156367873,7203,CCT3
5,14143702,14532128,7204,TRIO
7,100867138,100873454,7205,TRIP6
3,142724074,142807888,7220,TRPC1
11,3609901,3637559,7221,TRPC2
4,121879027,121951754,7222,TRPC3
13,37636636,37870425,7223,TRPC4
11,101451564,101872562,7225,TRPC6
21,44350163,44443081,7226,TRPM2
8,115408496,115809673,7227,TRPS1
2,121737103,121767853,7247,TSN
9,132891348,132944633,7248,TSC1
16,2047465,2088720,7249,TSC2
11,18468336,18527232,7251,TSG101
1,115029824,115034309,7252,TSHB
14,80954989,81146302,7253,TSHR
1,231528653,231566524,7257,TSNAX
6,116276578,116279903,7259,TSPYL1
2,3188925,3377882,7260,TSSC1
11,2928273,2929455,7262,PHLDA2
22,37010859,37020183,7263,TST
8,143612618,143618048,7264,TSTA3
5,160009113,160065543,7265,TTC1
17,41976433,42021376,7266,DNAJC7
21,37073226,37203112,7267,TTC3
1,54715822,54742657,7268,TTC4
9,132375548,132406851,7270,TTF1
6,80003887,80042527,7272,TTK
2,178525989,178830802,7273,TTN
8,63048553,63086053,7274,TTPA
11,8019244,8106112,7275,TUB
18,31591726,31599021,7276,TTR
2,219249711,219278170,7277,TUBA4A
13,19173770,19181852,7278,TUBA3C
6,3153669,3157526,7280,TUBB2A
17,42609676,42615234,7283,TUBG1
16,28842411,28846408,7284,TUFM
1,151540305,151583583,7286,TUFT1
6,35497874,35512938,7287,TULP1
19,48880965,48898733,7288,TULP2
12,2877223,2941140,7289,TULP3
22,19330698,19447450,7290,HIRA
7,19020991,19117672,7291,TWIST1
1,173183734,173207313,7292,TNFSF4
1,1211326,1214138,7293,TNFRSF4
4,48066393,48134256,7294,TXK
9,110243811,110256640,7295,TXN
12,104215779,104350305,7296,TXNRD1
19,10350529,10380676,7297,TYK2
18,657604,673578,7298,TYMS
11,89177452,89295759,7299,TYR
15,41557675,41583586,7301,TYRO3
19,35904401,35908295,7305,TYROBP
9,12685439,12710290,7306,TYRP1
21,43092956,43107587,7307,U2AF1
19,18571730,18577550,7311,UBA52
17,16380798,16382745,7314,UBB
12,124911604,124917368,7316,UBC
3,49805207,49813946,7318,UBA7
5,134371179,134391992,7320,UBE2B
10,58334975,58370753,7321,UBE2D1
5,139526431,139628433,7322,UBE2D2
4,102794383,102868896,7323,UBE2D3
3,23805903,23891316,7324,UBE2E1
3,23203020,23591793,7325,UBE2E2
17,4269259,4366628,7326,UBE2G1
21,44768580,44802019,7327,UBE2G2
7,129830732,129952949,7328,UBE2H
16,1308880,1327018,7329,UBE2I
22,21549447,21624034,7332,UBE2L3
12,93405673,93442262,7334,UBE2N
20,50081124,50115959,7335,UBE2V1
8,48008400,48064708,7336,UBE2V2
15,25333728,25439056,7337,UBE3A
2,202206180,202238608,7341,SUMO1
3,33388336,33441371,7342,UBP1
17,44205033,44221626,7343,UBTF
4,41256413,41268455,7345,UCHL1
13,75549480,75606020,7347,UCHL3
3,119173517,119205153,7348,UPK1B
2,27307400,27308445,7349,UCN
4,140559434,140568805,7350,UCP1
11,73974667,73983307,7351,UCP2
11,74000281,74009435,7352,UCP3
22,19449910,19479215,7353,UFD1
11,62405103,62423195,7356,SCGB1A1
9,111896766,111935369,7357,UGCG
4,39498755,39528311,7358,UGDH
2,63840940,63891562,7360,UGP2
4,69480165,69526014,7363,UGT2B4
4,69051363,69112987,7364,UGT2B7
4,68815993,68831196,7365,UGT2B10
4,68646630,68670628,7366,UGT2B15
4,68537184,68568527,7367,UGT2B17
4,114598455,114678224,7368,UGT8
16,20333052,20356301,7369,UMOD
1,165827531,165911618,7371,UCK2
3,124730366,124749273,7372,UMPS
8,120059780,120372036,7373,COL14A1
12,109097574,109110992,7374,UNG
3,49277831,49340712,7375,USP4
19,50329653,50382982,7376,NR1H2
7,48088628,48108733,7378,UPP1
11,118925164,118958559,7379,UPK2
22,45284982,45295874,7380,UPK3A
8,96225920,96235634,7381,UQCRB
3,48599002,48610976,7384,UQCRC1
16,21952660,21983660,7385,UQCRC2
19,29205321,29213541,7386,UQCRFS1
1,46303631,46316776,7388,UQCRH
1,45012147,45015575,7389,UROD
10,125784980,125823248,7390,UROS
1,161039251,161045977,7391,USF1
19,35268978,35279821,7392,USF2
1,62436297,62451804,7398,USP1
1,215622894,216423396,7399,USH2A
3,150926163,150972999,7401,CLRN1
6,144285701,144853034,7402,UTRN
11,75815167,76143195,7405,UVRAG
6,31777518,31795953,7407,VARS
19,45506579,45526983,7408,VASP
19,6772714,6857366,7409,VAV1
9,133761894,133992604,7410,VAV2
1,100719742,100739045,7412,VCAM1
10,73995193,74121363,7414,VCL
9,35056064,35073249,7415,VCP
5,133971915,134005133,7416,VDAC1
10,75210154,75231448,7417,VDAC2
8,42391624,42405897,7419,VDAC3
12,47841537,47943048,7421,VDR
6,43770184,43786487,7422,VEGFA
11,64234538,64238793,7423,VEGFB
4,176683538,176792727,7424,VEGFC
7,101162509,101165593,7425,VGF
3,10141008,10152220,7428,VHL
2,218419092,218453295,7429,VIL1
6,158765741,158819412,7430,EZR
10,17228259,17237593,7431,VIM
6,152750798,152759765,7432,VIP
3,42489299,42537573,7433,VIPR1
7,159028175,159144957,7434,VIPR2
9,2621834,2660053,7436,VLDLR
11,61949821,61965515,7439,BEST1
22,22244675,22245515,7441,VPREB1
17,3565444,3609411,7442,TRPV1
14,96797304,96931722,7443,VRK1
2,57907651,58159920,7444,VRK2
2,17539126,17657018,7447,VSNL1
17,28367276,28373091,7448,VTN
12,5948874,6124770,7450,VWF
14,100333788,100376805,7453,WARS
7,100733626,100797797,7455,ZAN
2,174559572,174682916,7456,WIPF1
7,74174245,74197101,7458,EIF4H
7,74289475,74405943,7461,CLIP2
7,74199652,74229834,7462,LAT2
9,98120975,98192640,7464,CORO2A
11,9573681,9593457,7465,WEE1
4,6269849,6303265,7466,WFS1
4,1871424,1982207,7468,NSD2
4,1982714,2041903,7469,NELFA
12,48978453,48981676,7471,WNT1
7,117276631,117323289,7472,WNT2
17,46762506,46833154,7473,WNT3
3,55465715,55490539,7474,WNT5A
2,218859821,218874233,7475,WNT6
3,13816258,13880121,7476,WNT7A
22,45920362,45977129,7477,WNT7B
5,138083892,138092365,7478,WNT8A
10,100463041,100483744,7479,WNT8B
12,48965340,48971763,7480,WNT10B
11,76186325,76210736,7481,WNT11
1,112466541,112530165,7482,WNT2B
1,227918656,227947898,7483,WNT9A
17,46833201,46886730,7484,WNT9B
21,39380244,39428528,7485,WRB
8,31033801,31173769,7486,WRN
11,32387775,32435630,7490,WT1
22,28794555,28800597,7494,XBP1
2,31334321,31414715,7498,XDH
9,97674909,97697357,7507,XPA
3,14145147,14178783,7508,XPC
10,109864766,109923553,7511,XPNPEP1
2,61477849,61538626,7514,XPO1
7,152644779,152676165,7516,XRCC2
14,103697609,103715504,7517,XRCC3
5,83077498,83353787,7518,XRCC4
2,216107464,216206303,7520,XRCC5
18,721588,812546,7525,YES1
14,100238298,100282792,7528,YY1
20,44885676,44908532,7529,YWHAB
17,1344272,1400378,7531,YWHAE
7,76326794,76359031,7532,YWHAG
22,31944461,31957603,7533,YWHAH
8,100916525,100953388,7534,YWHAZ
2,97713560,97739862,7535,ZAP70
11,64764606,64778786,7536,SF1
19,39406813,39409412,7538,ZFP36
9,113038380,113056759,7539,ZFP37
18,5289019,5297053,7541,ZBTB14
11,65084223,65088400,7542,ZFPL1
3,147393422,147510293,7545,ZIC1
13,99981772,99986773,7546,ZIC2
2,95165432,95184317,7549,ZNF2
7,100064033,100082548,7551,ZNF3
8,144827464,144847509,7553,ZNF7
19,58278951,58302805,7554,ZNF8
3,129169484,129183922,7555,CNBP
12,133130575,133159465,7556,ZNF10
7,6688433,6706923,7559,ZNF12
19,19710471,19733097,7561,ZNF14
19,21291160,21329425,7562,ZNF708
8,144930358,144950888,7564,ZNF16
19,57411163,57421939,7565,ZNF17
17,11977439,11997510,7566,ZNF18
16,71464555,71565089,7567,ZNF19
19,12092843,12140407,7568,ZNF20
10,45000475,45005326,7570,ZNF22
16,71447597,71463095,7571,ZNF23
18,35332212,35345482,7572,ZNF24
12,132986365,133032952,7574,ZNF26
19,52797409,52857600,7576,ZNF28
1,33472645,33496507,7579,ZSCAN20
10,43643859,43648856,7580,ZNF32
10,38010650,38065088,7581,ZNF33A
10,42574185,42638568,7582,ZNF33B
3,44648727,44660791,7584,ZNF35
7,100015572,100041689,7586,ZKSCAN1
10,38094334,38150293,7587,ZNF37A
7,100049774,100065038,7589,ZSCAN21
19,58561931,58573575,7593,MZF1
19,21804949,21852125,7594,ZNF43
19,43912629,43935278,7596,ZNF45
14,64449106,64505213,7597,ZBTB25
19,11887784,11914329,7620,ZNF69
22,23738678,23751092,7621,ZNF70
22,20394115,20408461,7625,ZNF74
16,3305406,3318852,7627,ZNF75A
6,35258909,35295985,7629,ZNF76
9,127424374,127445372,7633,ZNF79
3,114234631,114237578,7634,ZNF80
12,133037292,133063304,7637,ZNF84
19,43951223,43967709,7638,ZNF221
19,20923222,20950697,7639,ZNF85
19,20077994,20127076,7643,ZNF90
19,23304991,23395560,7644,ZNF91
19,22752183,22784107,7652,ZNF99
19,44025342,44033112,7673,ZNF222
19,9560353,9584533,7675,ZNF121
1,247121975,247172016,7678,ZNF124
15,23565678,23630075,7681,MKRN3
5,43065176,43192021,7690,ZNF131
19,58432814,58440222,7691,ZNF132
20,18288283,18316996,7692,ZNF133
19,57614233,57624723,7693,ZNF134
19,58059239,58086310,7694,ZNF135
19,12163064,12189881,7695,ZNF136
7,64794388,64833681,7697,ZNF138
12,133079838,133107544,7699,ZNF140
4,337814,384864,7700,ZNF141
2,218637916,218659655,7701,ZNF142
11,9460319,9528524,7702,ZNF143
17,38733897,38749817,7703,PCGF2
11,114059593,114250676,7704,ZBTB16
19,36214602,36238774,7705,ZNF146
17,56887909,56914038,7706,TRIM25
3,125225561,125375354,7707,ZNF148
1,15941869,15976132,7709,ZBTB17
19,57697367,57709194,7710,ZNF154
19,43967862,43998325,7711,ZNF155
17,57971547,57988259,7716,VEZF1
6,28080975,28089563,7718,ZNF165
6,30184455,30213427,7726,TRIM26
16,3401235,3409370,7727,ZNF174
19,51571298,51592508,7728,ZNF175
19,9363020,9382617,7730,ZNF177
17,19411125,19417276,7732,RNF112
19,44474428,44500524,7733,ZNF180
6,27450743,27473118,7738,ZNF184
6,28267010,28278224,7741,ZSCAN26
9,101398873,101410660,7743,ZNF189
6,28141910,28159472,7745,ZKSCAN8
6,28224886,28233482,7746,ZSCAN9
11,3339261,3379222,7748,ZNF195
13,19958670,20091829,7750,ZMYM2
16,3222325,3236221,7752,ZNF200
11,123724177,123741675,7753,ZNF202
16,3112560,3120517,7755,ZNF205
17,32350117,32381886,7756,ZNF207
19,21932958,22010949,7757,ZNF208
16,3129777,3142805,7760,ZNF213
11,6999318,7020368,7761,ZNF214
11,6926404,7001004,7762,ZNF215
9,72351425,72365235,7763,ZFAND5
20,53567065,53609907,7764,ZNF217
19,44051367,44067991,7766,ZNF223
19,44094339,44109886,7767,ZNF224
19,44112181,44134816,7768,ZNF225
19,44165073,44178381,7769,ZNF226
19,44207547,44237268,7770,ZNF227
19,44326555,44367217,7771,ZNF112
19,44417519,44448578,7772,ZNF229
19,44002948,44013926,7773,ZNF230
17,5105541,5123116,7775,ZNF232
18,76822607,76970727,7776,ZNF236
1,211571568,211578742,7779,SLC30A1
1,26037252,26046133,7780,SLC30A2
2,27253684,27275817,7781,SLC30A3
15,45479611,45522807,7782,SLC30A4
16,21197450,21214510,7783,ZP2
7,76397518,76442071,7784,ZP3
12,53479669,53500063,7786,MAP3K12
7,143381080,143391111,7791,ZYX
1,23084023,23177808,7798,LUZP1
1,13700198,13825079,7799,PRDM2
1,37556919,37566857,7802,DNALI1
6,63521748,63583587,7803,PTP4A1
1,53242364,53328070,7804,LRP8
1,30732469,30757820,7805,LAPTM5
1,54998933,55010883,7809,BSND
1,114716913,114758676,7812,CSDE1
1,92508696,92792404,7813,EVI5
1,155687960,155739010,7818,DAP3
1,179550539,179575952,7827,NPHS2
1,203305491,203309602,7832,BTG2
2,1631887,1744852,7837,PXDN
2,73385758,73610793,7840,ALMS1
2,74461057,74465410,7841,MOGS
2,86603393,86623866,7844,RNF103
12,49184796,49189324,7846,TUBA1A
2,113215997,113278950,7849,PAX8
2,101991844,102028544,7850,IL1R2
2,110083870,110116566,7851,MALL
2,136114349,136118165,7852,CXCR4
2,207762586,207769563,7855,FZD5
2,223596940,223602503,7857,SCG2
3,9731729,9748018,7862,BRPF1
3,50287732,50292918,7866,IFRD2
3,50611520,50649297,7867,MAPKAPK3
3,50267558,50277546,7869,SEMA3B
3,57755450,57929168,7871,SLMAP
3,51385047,51389397,7873,MANF
16,8892094,8964514,7874,USP7
3,128726122,128814796,7879,RAB7A
3,156037701,156539138,7881,KCNAB1
4,1692800,1712555,7884,SLBP
5,100806935,100903266,7903,ST8SIA4
5,112876379,112922539,7905,REEP5
6,18223868,18264823,7913,DEK
6,24494852,24537207,7915,ALDH5A1
6,31620720,31637771,7916,PRRC2A
6,31639028,31652705,7917,BAG6
6,31661229,31666283,7918,GPANK1
6,31530219,31542448,7919,DDX39B
6,31686949,31703444,7920,ABHD16A
6,33200445,33204439,7922,SLC39A7
6,33204642,33206831,7923,HSD17B8
6,29587455,29589038,7932,OR2H2
6,31952087,31959110,7936,NELFE
6,31586124,31588909,7940,LST1
6,46704201,46735693,7941,PLA2G7
6,41683978,41736259,7942,TFEB
6,145382535,145736023,7957,EPM2A
7,6009245,6023834,7965,AIMP2
7,1530714,1543043,7975,MAFK
8,28494205,28574268,7976,FZD3
7,91692008,91880720,7978,MTERF1
7,96481626,96709891,7979,SEM1
7,93885397,93890991,7980,TFPI2
7,116953238,117230103,7982,ST7
7,144355288,144380632,7984,ARHGEF5
7,149239651,149255609,7988,ZNF212
8,15417215,15766649,7991,TUSC3
8,30732247,30767006,7993,UBXN8
8,41929479,42051990,7994,KAT6A
8,142670308,142682724,8000,PSCA
4,174636914,174829314,8001,GLRA3
9,99821855,99866891,8013,NR4A3
9,134030305,134068535,8019,BRD3
9,131125561,131234670,8021,NUP214
9,136196250,136205109,8022,LHX3
10,17644125,17715914,8027,STAM
10,21524675,21743630,8028,MLLT10
10,16823964,17129831,8029,CUBN
10,59788763,59906656,8030,CCDC6
10,46005088,46030714,8031,NCOA4
10,68477999,68527474,8034,SLC25A16
10,110919547,111013667,8036,SHOC2
10,126012381,126388455,8038,ADAM12
11,560404,564021,8045,RASSF7
11,19182030,19210573,8048,CSRP3
11,34915829,35020591,8050,PDHX
11,65892049,65900573,8061,FOSL1
11,108008733,108107776,8065,CUL5
1,31906421,31944856,8073,PTP4A2
12,4368227,4379728,8074,FGF23
12,8637346,8662888,8076,MFAP5
12,6852128,6866632,8078,USP5
12,6747996,6767475,8079,MLF2
12,26121991,26299290,8082,SSPN
12,49018975,49059774,8085,KMT2D
12,53307456,53324864,8086,AAAS
3,180868141,180982753,8087,FXR1
12,69359703,69390796,8089,YEATS4
12,65824131,65966295,8091,HMGA2
12,85280107,85301784,8092,ALX1
12,123260971,123272334,8099,CDK2AP1
13,20567069,20691437,8100,IFT88
14,23321289,23326185,8106,PABPN1
14,72619296,72894116,8110,DPF3
14,91232532,91253925,8111,GPR68
14,95709967,95714196,8115,TCL1A
15,82659281,82709914,8120,AP3B2
15,24985053,24988232,8123,PWAR5
15,68778535,68820897,8125,ANP32A
15,92393828,92468728,8128,ST8SIA2
16,84271,138860,8131,NPRL3
16,81314952,81390884,8139,GAN
16,87830023,87869488,8140,SLC7A5
17,35713791,35864615,8148,TAF15
17,43025241,43032036,8153,RND2
17,56938187,56961054,8161,COIL
17,57085092,57121349,8165,AKAP1
18,45212995,45683686,8170,SLC14A2
19,489176,505342,8174,MADCAM1
19,2236504,2248679,8175,SF3A2
19,18442663,18522127,8178,ELL
10,43556344,43574618,8187,ZNF239
19,45815410,45863290,8189,SYMPK
19,40771648,40777490,8190,MIA
19,6361452,6368908,8192,CLPP
19,38211006,38229714,8193,DPF1
20,10401009,10434222,8195,MKKS
20,35433347,35454746,8200,GDF5
20,47501902,47656877,8202,NCOA3
21,14961235,15065936,8204,NRIP1
21,36385378,36419015,8208,CHAF1B
21,44133605,44145723,8209,C21orf33
22,18906028,18914238,8214,DGCR6
22,20979462,20999038,8216,LZTR1
22,19179473,19291716,8218,CLTCL1
22,19130279,19144684,8220,DGCR14
22,32512552,33058372,8224,SYN3
17,58192737,58205174,8288,EPX
1,26693236,26782104,8289,ARID1A
1,228424845,228425325,8290,HIST3H3
2,71453722,71686768,8291,DYSF
3,15450133,15521751,8292,COLQ
5,70025247,70043113,8293,SERF1B
6,27138588,27139881,8294,HIST1H4I
7,98877933,99013243,8295,TRRAP
11,85957684,86069882,8301,PICALM
12,10407382,10409757,8302,KLRC4
16,11668414,11679159,8303,SNN
3,58505136,58537319,8309,ACOX2
4,8366282,8440723,8310,ACOX3
16,287440,352673,8312,AXIN1
17,65528563,65561647,8313,AXIN2
3,52401013,52410350,8314,BAP1
12,111642146,111685986,8315,BRAP
1,91500893,91525764,8317,CDC7
22,19479459,19520612,8318,CDC45
3,27715949,27722711,8320,EOMES
7,91264364,91271326,8321,FZD1
11,86945679,86955391,8322,FZD4
8,103298433,103332866,8323,FZD6
2,202034587,202038445,8324,FZD7
10,35638249,35642278,8325,FZD8
7,73433783,73436120,8326,FZD9
9,132944000,132991687,8328,GFI1B
6,27808199,27808701,8329,HIST1H2AI
6,27837947,27838339,8330,HIST1H2AK
6,27814354,27814740,8331,HIST1H2AJ
6,27865355,27865747,8332,HIST1H2AL
6,26124145,26139116,8334,HIST1H2AC
6,26033176,26033568,8335,HIST1H2AB
6,27892757,27893149,8336,HIST1H2AM
1,149842188,149842736,8337,HIST2H2AA3
1,149886975,149887364,8338,HIST2H2AC
6,26215159,26216692,8339,HIST1H2BG
6,27807444,27807931,8340,HIST1H2BL
6,27837760,27865798,8341,HIST1H2BN
6,27815044,27815424,8342,HIST1H2BM
6,26199520,26200715,8343,HIST1H2BF
6,26172059,26184655,8344,HIST1H2BE
6,26251651,26253710,8345,HIST1H2BH
6,26272976,26273356,8346,HIST1H2BI
6,26114873,26123926,8347,HIST1H2BC
6,27893463,27893843,8348,HIST1H2BO
1,149884459,149886652,8349,HIST2H2BE
6,26020490,26020900,8350,HIST1H3A
6,26045411,26045821,8352,HIST1H3C
6,26224199,26227473,8353,HIST1H3E
6,27871905,27872315,8354,HIST1H3I
6,26269405,26271815,8355,HIST1H3G
6,27890382,27893106,8356,HIST1H3J
6,27810064,27811300,8357,HIST1H3H
6,26031650,26032060,8358,HIST1H3B
6,26021679,26021990,8359,HIST1H4A
6,26188765,26189076,8360,HIST1H4D
6,26240426,26240737,8361,HIST1H4F
6,27831216,27831527,8362,HIST1H4K
6,27824108,27824480,8363,HIST1H4J
6,26103876,26104310,8364,HIST1H4C
6,26277609,26285638,8365,HIST1H4H
6,26026815,26027252,8366,HIST1H4B
6,26204552,26206038,8367,HIST1H4E
6,27873199,27873510,8368,HIST1H4L
6,26246681,26246977,8369,HIST1H4G
1,149832659,149839767,8370,HIST2H4A
3,50292831,50299468,8372,HYAL3
7,1815793,2233243,8379,MAD1L1
5,138115172,138139443,8382,NME5
17,3215621,3216550,8383,OR1A1
17,3062669,3063607,8386,OR1D5
17,3397104,3398410,8387,OR1E1
17,3432870,3433841,8388,OR1E2
17,3126584,3127581,8390,OR1G1
17,3420568,3421533,8392,OR3A3
1,151197949,151249536,8394,PIP5K1A
9,68705414,69009176,8395,PIP5K1B
17,38765689,38800126,8396,PIP4K2B
22,38111495,38205690,8398,PLA2G6
16,14672545,14694669,8399,PLA2G10
17,4937130,4940251,8402,SLC25A11
3,137764284,137766338,8403,SOX14
4,87473335,87531061,8404,SPARCL1
17,49598884,49678234,8405,SPOP
1,159918107,159925732,8407,TAGLN2
12,131894651,131923167,8408,ULK1
12,92770637,92929331,8411,EEA1
1,93561786,93847150,8412,BCAR3
1,150982017,150995634,8416,ANXA9
6,132445867,132513198,8417,STX7
3,133399995,133475222,8419,BFSP2
1,28505980,28510892,8420,SNHG3
11,27040725,27127809,8424,BBOX1
19,40592883,40629818,8425,LTBP4
7,149195485,149226248,8427,ZNF282
13,98445185,98577940,8428,STK24
1,26911489,26913966,8431,NR0B2
10,133230274,133231558,8433,UTF1
9,36036433,36124451,8434,RECK
12,53103518,53124538,8435,SOAT2
2,191834302,191847255,8436,CAVIN2
12,113098819,113136239,8437,RASAL1
1,46247688,46278473,8438,RAD54L
8,58583504,58659844,8439,NSMAF
2,105744897,105894274,8440,NCK2
1,231241207,231277973,8443,GNPAT
1,206635536,206684419,8444,DYRK3
12,67648338,67665406,8445,DYRK2
2,73762184,73780157,8446,DUSP11
17,142789,181636,8447,DOC2B
16,30005509,30023270,8448,DOC2A
6,30653119,30673037,8449,DHX16
13,113208193,113267108,8451,CUL4A
2,224470150,224585397,8452,CUL3
10,35008551,35090642,8453,CUL2
7,148697914,148801036,8454,CUL1
20,3471040,3651122,8455,ATRN
17,28506243,28538896,8456,FOXN1
1,117060303,117107453,8458,TTF2
22,26521983,26596717,8459,TPST2
7,66205199,66420543,8460,TPST1
2,10042849,10054836,8462,KLF11
19,49340595,49362457,8463,TEAD2
6,44809317,45377953,8464,SUPT3H
4,143513463,143557486,8467,SMARCA5
7,73328164,73358637,8468,FKBP6
4,185585444,185956652,8470,SORBS2
1,226989865,227318474,8476,CDC42BPA
14,88005124,88014811,8477,GPR65
16,29992321,29996436,8479,HIRIP3
20,57351010,57379211,8480,RAE1
15,74409289,74434467,8482,SEMA7A
15,65194758,65211488,8483,CILP
22,37823382,37825495,8484,GALR3
14,39114223,39136973,8487,GEMIN2
1,163244505,163321894,8490,RGS5
2,39249266,39437312,8491,MAP4K3
4,118280038,118353003,8492,PRSS12
17,60600183,60666280,8493,PPM1D
11,7513298,7657127,8495,PPFIBP2
12,27523431,27695564,8496,PPFIBP1
1,203026498,203078740,8497,PPFIA4
19,5916139,5978142,8498,RANBP3
12,81257975,81759553,8499,PPFIA2
11,70270700,70384403,8500,PPFIA1
11,57484534,57515786,8501,SLC43A1
2,158456964,158682879,8502,PKP4
1,46040140,46133036,8503,PIK3R3
6,143450807,143490010,8504,PEX3
10,49818279,49970203,8505,PARG
17,42682613,42699814,8506,CNTNAP1
5,74627406,74641424,8507,ENC1
22,29554808,29581337,8508,NIPSNAP1
10,73796514,73811651,8509,AC022400.6
1,1632095,1635263,8510,MMP23B
10,79920178,79923119,8512,MBL1P
10,88664441,88678814,8513,LIPF
